0.017716,87
0.036760,142
0.036844,64
0.047196,1518
0.051132,1518
0.051292,162
0.052872,1330
0.053052,190
0.053232,190
0.056728,174
0.114304,162
0.122552,1518
0.124136,1518
0.125404,1518
0.126676,1518
0.128176,1518
0.128952,938
0.134376,158
0.136848,90
0.138612,158
0.140780,94
0.143668,1090
0.145672,1090
0.150996,142
0.159748,1518
0.162624,1518
0.163868,1518
0.165112,1518
0.166356,1518
0.167172,986
0.173468,66
0.177012,1090
0.178432,64
0.187972,66
0.190564,66
0.212576,1090
0.213712,1090
0.214912,1090
0.216096,1090
0.217284,1090
0.218476,1090
0.222560,66
0.224548,1090
0.225680,1090
0.230260,154
0.230352,66
0.233536,142
0.238716,142
0.245432,162
0.247264,1518
0.250136,1518
0.251232,1330
0.252180,1090
0.253344,1090
0.254272,1090
0.255460,1090
0.256388,1090
0.257504,1090
0.258524,1242
0.262140,66
0.264036,1090
0.265140,1090
0.269976,1090
0.271988,1090
0.273992,1090
0.276320,1090
0.278648,1090
0.280652,1090
0.282800,1090
0.284800,1090
0.286800,1090
0.288804,1090
0.289892,66
0.291336,1090
0.291628,66
0.294180,1090
0.295496,1518
0.296448,1090
0.298368,1518
0.299444,1282
0.300396,1090
0.301692,1090
0.302616,1090
0.304744,1090
0.306544,1090
0.306680,66
0.307908,162
0.309364,1090
0.311384,1090
0.311524,66
0.313828,1090
0.315832,1090
0.317836,1090
0.318044,162
0.319852,1090
0.322016,1090
0.322152,66
0.324268,1090
0.326476,1518
0.327428,1090
0.328668,1518
0.329996,1518
0.331260,1518
0.332584,1518
0.333384,938
0.334304,1090
0.335568,1518
0.338440,1518
0.339520,1282
0.341084,66
0.341472,66
0.350244,66
0.432332,150
0.437504,142
0.439232,1518
0.439604,150
0.442104,1518
0.443348,1518
0.444628,1518
0.444808,150
0.446052,1518
0.446832,938
0.447084,74
0.448612,154
0.449012,142
0.452136,142
0.452580,150
0.456340,142
0.457088,162
0.459404,162
0.459640,150
0.463040,74
0.464792,174
0.469412,1242
0.469564,150
0.474392,98
0.478908,150
0.479132,162
0.479596,162
0.482532,162
0.483408,142
0.483496,74
0.484608,86
0.487536,1518
0.487748,162
0.489104,1518
0.489256,150
0.490496,1518
0.491932,1518
0.493196,1518
0.493972,938
0.494120,142
0.495568,1518
0.495724,158
0.498440,1518
0.499748,1518
0.501024,1518
0.501180,90
0.502536,1518
0.503376,938
0.503596,158
0.504016,162
0.504172,162
0.505504,94
0.508520,74
0.508936,174
0.520916,370
0.553076,162
0.558016,174
0.561576,162
0.566392,174
0.570072,162
0.574884,174
0.578572,162
0.583340,174
0.587072,162
0.591956,174
0.595572,162
0.600340,174
0.604056,142
0.607488,162
0.612164,174
0.615984,162
0.618544,1518
0.621416,1518
0.622660,1518
0.623904,1518
0.625172,1518
0.625988,986
0.653948,162
0.662048,1518
0.663636,1518
0.664904,1518
0.666172,1518
0.667656,1518
0.668436,938
0.671536,142
0.695652,158
0.699720,174
0.704136,150
0.729708,142
0.734100,64
0.736872,64
0.738124,90
0.740800,1518
0.744092,1518
0.745336,1518
0.746580,1518
0.747824,1518
0.748644,986
0.749264,158
0.751056,162
0.752888,174
0.756248,150
0.756672,174
0.759252,90
0.759716,150
0.761712,162
0.778008,90
0.780316,174
0.783532,150
0.786372,90
0.815672,162
0.824204,1518
0.825880,1518
0.827148,1518
0.828856,1518
0.830128,1518
0.830228,86
0.831016,938
0.832348,162
0.853860,158
0.856156,90
0.857796,158
0.859780,94
0.873860,64
0.879600,142
0.889392,1518
0.892264,1518
0.893508,1518
0.894748,1518
0.895996,1518
0.896812,986
0.913648,64
0.934096,64
0.939812,64
0.959536,64
0.962264,134
0.987712,162
0.996084,1518
0.997668,1518
0.998936,1518
1.000208,1518
1.001964,1518
1.002740,938
1.029436,142
1.037636,1518
1.037736,90
1.040508,1518
1.041604,1330
1.057248,64
1.061896,64
1.108624,64
1.118132,64
1.151516,162
1.160076,1518
1.161676,1518
1.162948,1518
1.164216,1518
1.165692,1518
1.166468,938
1.209636,64
1.213088,64
1.213748,158
1.216008,90
1.217776,158
1.217880,64
1.219736,94
1.231692,142
1.237176,64
1.302404,142
1.312256,1518
1.315136,1518
1.316232,1330
1.318084,64
1.322908,162
1.330572,1518
1.331872,1518
1.333444,1518
1.334696,1518
1.334776,64
1.336104,1518
1.337348,1518
1.338648,1518
1.339464,986
1.340768,1518
1.342016,1518
1.343484,1518
1.344264,938
1.377260,64
1.382152,64
1.388456,142
1.396676,1518
1.399548,1518
1.400644,1330
1.409808,64
1.411132,77
1.438144,150
1.442400,74
1.458368,150
1.462352,74
